Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date

Open Ended Schemes ( Money Market )


Taurus Mutual Fund
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;;;10.0000;26-Aug-2026
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;Growth;;;10.0000;26-Aug-2026
139617;Taurus Unclaimed Redemption - Growth;;Growth;;;17.7486;26-Aug-2026

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


Aditya Birla Sun Life Mutual Fund
148921;Aditya Birla Sun Life Multi-Cap Fund-Direct Growth;Direct Plan;GROWTH;INF209KB1Y49;;23.18;26-Aug-2026
148920;Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout;Direct Plan;IDCW Payout;INF209KB1Y56;;19.07;26-Aug-2026
148918;Aditya Birla Sun Life Multi-Cap Fund-Regular Growth;Regular Plan;GROWTH;INF209KB1Y23;;21.59;26-Aug-2026
148919;Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout;Regular Plan;IDCW Payout;INF209KB1Y31;;17.77;26-Aug-2026

Bajaj Finserv Mutual Fund
153309;BAJAJ FINSERV MULTI CAP FUND - DIRECT - GROWTH;Direct Plan;Growth;INF0QA701AV7;;12.704;26-Aug-2026
153306;BAJAJ FINSERV MULTI CAP FUND - DIRECT - IDCW;Direct Plan;IDCW;INF0QA701AW5;INF0QA701AX3;12.704;26-Aug-2026
153307;BAJAJ FINSERV MULTI CAP FUND - REGULAR - GROWTH;Regular Plan;Growth;INF0QA701AS3;;12.418;26-Aug-2026
153308;BAJAJ FINSERV MULTI CAP FUND - REGULAR - IDCW;Regular Plan;IDCW;INF0QA701AT1;INF0QA701AU9;12.418;26-Aug-2026

Bandhan Mutual Fund
149303;BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN;Direct Plan;Growth;INF194KB1CL0;;19.057;26-Aug-2026
149305;BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN;Regular Plan;Growth;INF194KB1CI6;;17.734;26-Aug-2026
149304;BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN;Direct Plan;IDCW;INF194KB1CM8;INF194KB1CN6;16.791;26-Aug-2026
149302;BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN;Regular Plan;IDCW;INF194KB1CJ4;INF194KB1CK2;15.462;26-Aug-2026

Bank of India Mutual Fund
151443;Bank of India Multi Cap Fund Direct Plan - Growth;Direct Plan;Growth;INF761K01FR0;;20.99;26-Aug-2026
151444;Bank of India Multi Cap Fund Direct Plan - IDCW;Direct Plan;IDCW;INF761K01FQ2;INF761K01FS8;20.96;26-Aug-2026
151445;Bank of India Multi Cap Fund Regular Plan - Growth;Regular Plan;Growth;INF761K01FU4;;20.18;26-Aug-2026
151446;Bank of India Multi Cap Fund Regular Plan - IDCW;Regular Plan;IDCW;INF761K01FT6;INF761K01FV2;20.17;26-Aug-2026

Baroda BNP Paribas Mutual Fund
119354;Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option;Direct Plan;Growth Option;INF955L01AG0;;342.4433;26-Aug-2026
119353;Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF955L01AE5;;56.6590;26-Aug-2026
